"Desc","Link","Make","Model","Year","Engine.Cap","Transm","Mileage","Color","Car.Type","Updated","Price"
"2008 PERODUA MYVI EZi 1.3 AUTO # YEAR END CLEARANCE # ONE HOUSE WIFE OWNER # WELL MAINTAIN # BEST DEAL UNTIL LET GO","/used-cars/2313957/2008-perodua-myvi-ezi-1-3-auto-year-end-clearance-one-house-wife-owner-well-maintain-best-deal-until-let-go.html","Perodua","Myvi","2008","-","Automatic",82500,"Silver","UsedCar",2015-12-12,21000
"2012 - Perodua Myvi (A) 1.3 SE","/used-cars/2591977/2012-perodua-myvi-a-1-3-se.html","Perodua","Myvi","2012","-","Automatic",37000,"White","UsedCar",2015-12-12,29800
"Y.E.S PROMO ** CLICK HERE FOR LUCKY DRAW ** 8TH DECEMBER - 15TH DECEMBER ** DISCOUNTED UP TO 2K ** PERODUA KELISA 1.0 AUTO ","/used-cars/2369692/y-e-s-promo-click-here-for-lucky-draw-8th-december-15th-december-discounted-up-to-2k-perodua-kelisa-1-0-auto-.html","Perodua","Kelisa","2004","989cc","Automatic",192500,"Grey","UsedCar",2015-12-12,13800
"Y.E.S PROMO ** CLICK HERE FOR LUCKY DRAW ** 8TH DECEMBER - 15TH DECEMBER ** DISCOUNTED UP TO 2K ** PERODUA KENARI 1.0 AUTO AERO ","/used-cars/2368491/y-e-s-promo-click-here-for-lucky-draw-8th-december-15th-december-discounted-up-to-2k-perodua-kenari-1-0-auto-aero-.html","Perodua","Kenari","2006","-","Automatic",97500,"White","UsedCar",2015-12-12,15800
"2010 Perodua Alza 1.5 FULL BODYKITS SPOILER 4 NEW TYRES 15 SPORT ","/used-cars/2433479/2010-perodua-alza-1-5-full-bodykits-spoiler-4-new-tyres-15-sport-.html","Perodua","Alza","2010","1495cc","Automatic",2500,"Others","UsedCar",2015-12-12,34800
"2006 Perodua MyVi EZi 1.3 (A)Auto 2 Airbag Premium ","/used-cars/2625851/2006-perodua-myvi-ezi-1-3-a-auto-2-airbag-premium-.html","Perodua","Myvi","2006","1298cc","Automatic",87500,"Black","UsedCar",2015-12-12,15790
"2013 Perodua MyVi 1.5 SE (A)Auto DVD GPS TRUE2013 ","/used-cars/2606421/2013-perodua-myvi-1-5-se-a-auto-dvd-gps-true2013-.html","Perodua","Myvi","2013","1495cc","Automatic",62500,"Black","UsedCar",2015-12-12,35350
"2010 Perodua MyVi EZ 1.3 (A) New Facelift Twin Cam ","/used-cars/2582594/2010-perodua-myvi-ez-1-3-a-new-facelift-twin-cam-.html","Perodua","Myvi","2010","1298cc","Automatic",82500,"Grey","UsedCar",2015-12-12,20900
"2007 Perodua Myvi 1.3 (A) EZi Hatchback","/used-cars/2611665/2007-perodua-myvi-1-3-a-ezi-hatchback.html","Perodua","Myvi","2007","1298cc","Automatic",87500,"Silver","UsedCar",2015-12-12,15700
"2011 Perodua Myvi 1.3 EZi (A) full spec Hatchback","/used-cars/2566740/2011-perodua-myvi-1-3-ezi-a-full-spec-hatchback.html","Perodua","Myvi","2011","1298cc","Automatic",47500,"White","UsedCar",2015-12-12,22300
"2009 Perodua Myvi 1.3 (A) EZI EZ","/used-cars/2491364/2009-perodua-myvi-1-3-a-ezi-ez.html","Perodua","Myvi","2009","1298cc","Automatic",77500,"White","UsedCar",2015-12-12,18700
"2012 Perodua Alza 1.5 (A) EZI","/used-cars/2627618/2012-perodua-alza-1-5-a-ezi.html","Perodua","Alza","2012","1495cc","Automatic",77500,"Blue","UsedCar",2015-12-12,32800
"2012 Perodua Alza 1.5 (A) EZi ","/used-cars/2621909/2012-perodua-alza-1-5-a-ezi-.html","Perodua","Alza","2012","1495cc","Automatic",72500,"White","UsedCar",2015-12-12,34800
"2009 Perodua Myvi 1.0 SR (M) SX SXI MANUAL","/used-cars/2580957/2009-perodua-myvi-1-0-sr-m-sx-sxi-manual.html","Perodua","Myvi","2009","989cc","Manual",87500,"Silver","UsedCar",2015-12-12,16800
"2007 Perodua Myvi 1.3 EZi (A) Hatchback","/used-cars/2635902/2007-perodua-myvi-1-3-ezi-a-hatchback.html","Perodua","Myvi","2007","1298cc","Automatic",82500,"Green","UsedCar",2015-12-12,15700
"1999 Perodua Kancil 660cc (M)","/used-cars/2592882/1999-perodua-kancil-660cc-m-.html","Perodua","Kancil","1999","659cc","Manual",97500,"Silver","UsedCar",2015-12-12,3700
"2013 Perodua Viva 1.0 (A) EZI ELITE HATCHBACK","/used-cars/2547770/2013-perodua-viva-1-0-a-ezi-elite-hatchback.html","Perodua","Viva","2013","989cc","Automatic",37500,"Purple","UsedCar",2015-12-12,21700
"2005 Perodua Kelisa 850cc (M) 850","/used-cars/2450642/2005-perodua-kelisa-850cc-m-850.html","Perodua","Kelisa","2005","989cc","Manual",97500,"Silver","UsedCar",2015-12-12,8800
"2012 Perodua Alza 1.5 (A) EZi","/used-cars/2572651/2012-perodua-alza-1-5-a-ezi.html","Perodua","Alza","2011","1495cc","Automatic",42500,"White","UsedCar",2015-12-12,34800
"2013 Perodua Myvi 1.3 EZi (A) SE LCD PLAYER 2013","/used-cars/2594117/2013-perodua-myvi-1-3-ezi-a-se-lcd-player-2013.html","Perodua","Myvi","2013","1298cc","Automatic",32500,"Black","UsedCar",2015-12-12,29800
"2011 PERODUA ALZA 1.5(A) *DISCOUNT UP TO RM2000 * FAST EASY APPROVAL * SELLING CHEAP CHEAP*","/used-cars/2583064/2011-perodua-alza-1-5-a-discount-up-to-rm2000-fast-easy-approval-selling-cheap-cheap-.html","Perodua","Alza","2011","-","Automatic",49000,"White","UsedCar",2015-12-12,39800
"2006 - Perodua Kancil 660","/used-cars/2487694/2006-perodua-kancil-660.html","Perodua","Kancil","2006","-","Manual",90000,"Others","UsedCar",2015-12-12,9800
"2010 - Perodua Myvi 1.3 EZI","/used-cars/2487660/2010-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2010","-","Automatic",50000,"White","UsedCar",2015-12-12,30800
"2010 - Perodua Viva 1.0","/used-cars/2487663/2010-perodua-viva-1-0.html","Perodua","Viva","2010","-","Automatic",50000,"Black","UsedCar",2015-12-12,19800
"2006 - Perodua Kenari 1.0","/used-cars/2487657/2006-perodua-kenari-1-0.html","Perodua","Kenari","2006","-","Automatic",90000,"Black","UsedCar",2015-12-12,18800
"2007 - Perodua Myvi 1.3 EZI","/used-cars/2487651/2007-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2007","-","Automatic",80000,"Black","UsedCar",2015-12-12,23800
"2004 - Perodua Kenari 1.0","/used-cars/2487648/2004-perodua-kenari-1-0.html","Perodua","Kenari","2004","-","Automatic",100000,"Black","UsedCar",2015-12-12,13800
"2005 - Perodua Kenari (A) 1.0 ","/used-cars/2494396/2005-perodua-kenari-a-1-0-.html","Perodua","Kenari","2005","-","Automatic",130000,"Red","UsedCar",2015-12-12,17800
"2005 - Perodua Myvi (A) 1.3 Ezi ","/used-cars/2494390/2005-perodua-myvi-a-1-3-ezi-.html","Perodua","Myvi","2005","-","Automatic",130000,"Silver","UsedCar",2015-12-12,21800
"1999 - Perodua Kancil (M) 850.0 ","/used-cars/2494374/1999-perodua-kancil-m-850-0-.html","Perodua","Kancil","1999","-","Manual",208000,"Blue","UsedCar",2015-12-12,7500
"2001 - Perodua Kancil (M) 850.0 ","/used-cars/2494368/2001-perodua-kancil-m-850-0-.html","Perodua","Kancil","2001","-","Manual",182000,"Blue","UsedCar",2015-12-12,5800
"2002 - Perodua Kelisa (M) 1.0 ","/used-cars/2494346/2002-perodua-kelisa-m-1-0-.html","Perodua","Kelisa","2002","-","Manual",169000,"Silver","UsedCar",2015-12-12,11800
"2010 - Perodua Myvi (A) 1.3 SE","/used-cars/2494334/2010-perodua-myvi-a-1-3-se.html","Perodua","Myvi","2010","-","Automatic",65000,"White","UsedCar",2015-12-12,32800
"2006 Perodua Kancil 850 AT TIPTOP CONDITION FULL LOAN BLKLISTED ","/used-cars/2420703/2006-perodua-kancil-850-at-tiptop-condition-full-loan-blklisted-.html","Perodua","Kancil","2006","847cc","Automatic",137500,"Silver","UsedCar",2015-12-12,10800
"Perodua Myvi 1.3 SXi LOAN EASY BLACKLIST OK NICE NUMBER 3773 TIPTOP CONDITION","/used-cars/2633895/perodua-myvi-1-3-sxi-loan-easy-blacklist-ok-nice-number-3773-tiptop-condition.html","Perodua","Myvi","2007","1298cc","Manual",92500,"Green","UsedCar",2015-12-12,17300
"Perodua Viva 1.0 EZi LOAN EASY TIPTOP CONDITION NICE NO 1155 FULL SPEC","/used-cars/2597735/perodua-viva-1-0-ezi-loan-easy-tiptop-condition-nice-no-1155-full-spec.html","Perodua","Viva","2007","989cc","Automatic",102500,"Silver","UsedCar",2015-12-12,16300
"2003 Perodua Kelisa 989 SE Hatchback","/used-cars/2625704/2003-perodua-kelisa-989-se-hatchback.html","Perodua","Kelisa","2003","989cc","Automatic",112500,"Bronze","UsedCar",2015-12-12,12800
"2010 Perodua Myvi M300 1.3 ORIGINAL SE FULL SPEC VERSION","/used-cars/2525745/2010-perodua-myvi-m300-1-3-original-se-full-spec-version.html","Perodua","Myvi","2010","1298cc","Automatic",82500,"Black","UsedCar",2015-12-12,26800
"2008 Perodua Viva 989 EZi Hatchback","/used-cars/2489668/2008-perodua-viva-989-ezi-hatchback.html","Perodua","Viva","2008","989cc","Automatic",87500,"Green","UsedCar",2015-12-12,16800
"2009 Perodua Myvi M300 1.3 EZi Hatchback SNOW WHITE LADY OWNER ","/used-cars/2636865/2009-perodua-myvi-m300-1-3-ezi-hatchback-snow-white-lady-owner-.html","Perodua","Myvi","2009","1298cc","Automatic",87500,"White","UsedCar",2015-12-12,18800
"2005 Perodua Kenari L902 989 EZ ORIGINAL PAINT","/used-cars/2583971/2005-perodua-kenari-l902-989-ez-original-paint.html","Perodua","Kenari","2005","989cc","Automatic",87500,"Silver","UsedCar",2015-12-12,12800
"Perodua Kenari 1.0 (A) FULL SPEC AEROSPORT LIMITED EDITION FERRARI RED","/used-cars/2349295/perodua-kenari-1-0-a-full-spec-aerosport-limited-edition-ferrari-red.html","Perodua","Kenari","2006","989cc","Automatic",67500,"Red","UsedCar",2015-12-12,13800
"2010 Perodua Alza 1.5 EZ Wagon","/used-cars/2633256/2010-perodua-alza-1-5-ez-wagon.html","Perodua","Alza","2010","1495cc","Automatic",63616,"White","UsedCar",2015-12-12,37500
"2011 Perodua Myvi M600 1.3 EZi Hatchback","/used-cars/2508371/2011-perodua-myvi-m600-1-3-ezi-hatchback.html","Perodua","Myvi","2011","1298cc","Automatic",99271,"Silver","UsedCar",2015-12-12,33800
"2010 PERODUA ALZA EZI 1.5 (A) CHRISTMAS AND YEAR END SALES PROMOTION ","/used-cars/2613866/2010-perodua-alza-ezi-1-5-a-christmas-and-year-end-sales-promotion-.html","Perodua","Alza","2010","1495cc","Automatic",42500,"Black","UsedCar",2015-12-12,38800
"2009 PERODUA MYVI 1.3 (M) CHRIATMAS AND YEAR END SALES PROMOTION ","/used-cars/2628430/2009-perodua-myvi-1-3-m-chriatmas-and-year-end-sales-promotion-.html","Perodua","Myvi","2009","1298cc","Manual",62500,"White","UsedCar",2015-12-12,22800
"2007 - Perodua Myvi 1.3 (A)","/used-cars/2627821/2007-perodua-myvi-1-3-a-.html","Perodua","Myvi","2007","-","Automatic",105000,"White","UsedCar",2015-12-12,25800
"2004 - Perodua Kenari 1.0","/used-cars/2579230/2004-perodua-kenari-1-0.html","Perodua","Kenari","2004","-","Automatic",110000,"Others","UsedCar",2015-12-12,13800
"2004 - Perodua Rusa 1.6","/used-cars/2579222/2004-perodua-rusa-1-6.html","Perodua","Rusa","2004","-","Manual",110000,"Silver","UsedCar",2015-12-12,9888
"2010 - Perodua Alza 1.5","/used-cars/2579209/2010-perodua-alza-1-5.html","Perodua","Alza","2010","-","Automatic",50000,"Others","UsedCar",2015-12-12,36500
"PERODUA VIVA ELITE 1.0 (A) DVVT ","/used-cars/2545115/perodua-viva-elite-1-0-a-dvvt-.html","Perodua","Viva","2011","989cc","Automatic",87500,"Blue","UsedCar",2015-12-12,19800
"PERODUA VIVA 850 (M) TIP TOP CONDITION","/used-cars/2635441/perodua-viva-850-m-tip-top-condition.html","Perodua","Viva","2008","847cc","Manual",92500,"Green","UsedCar",2015-12-12,13800
"PERODUA KENARI AERO 1.0 (A) DVVT VERY CAREFUL LADY OWNER","/used-cars/2635480/perodua-kenari-aero-1-0-a-dvvt-very-careful-lady-owner.html","Perodua","Kenari","2009","989cc","Automatic",87500,"White","UsedCar",2015-12-12,18800
"2015 - 15 PERODUA MYVI SE 1.5 DVVT (A) ORIGINAL SPECIAL EDITION","/used-cars/2544498/2015-15-perodua-myvi-se-1-5-dvvt-a-original-special-edition.html","Perodua","Myvi","2015","1495cc","Automatic",2500,"Blue","UsedCar",2015-12-12,43800
"2005 Perodua Kelisa SE 2005 DEC ","/used-cars/2513397/2005-perodua-kelisa-se-2005-dec-.html","Perodua","Kelisa","2005","989cc","Manual",62500,"Yellow","UsedCar",2015-12-12,13800
"PERODUA MYVI SE 1.3 (M) ORIGINAL SPECIAL EDITION EXCELLENT CONDITION","/used-cars/2618667/perodua-myvi-se-1-3-m-original-special-edition-excellent-condition.html","Perodua","Myvi","2008","1298cc","Manual",87500,"Black","UsedCar",2015-12-12,19800
"PERODUA MYVI 1.3 EZI (A) DVVT TIP TOP CONDITION","/used-cars/2551995/perodua-myvi-1-3-ezi-a-dvvt-tip-top-condition.html","Perodua","Myvi","2010","1298cc","Automatic",97500,"White","UsedCar",2015-12-12,23800
"PERODUA KELISA 1.0 (A) FULL SPEC","/used-cars/2544877/perodua-kelisa-1-0-a-full-spec.html","Perodua","Kelisa","2006","989cc","Automatic",177500,"Blue","UsedCar",2015-12-12,15800
"PERODUA MYVI SE 1.3 (A) ORIGINAL SPECIAL EDITION","/used-cars/2545195/perodua-myvi-se-1-3-a-original-special-edition.html","Perodua","Myvi","2009","1298cc","Automatic",82500,"White","UsedCar",2015-12-12,23800
"PERODUA MYVI SE 1.3 (A) DVVT ORIGINAL SPECIAL EDITION ","/used-cars/2544758/perodua-myvi-se-1-3-a-dvvt-original-special-edition-.html","Perodua","Myvi","2011","1298cc","Automatic",42500,"Orange","UsedCar",2015-12-12,27800
"2007 Perodua Myvi 1.3 SE (A) EZi  *CARLIST PROMO* ","/used-cars/2518252/2007-perodua-myvi-1-3-se-a-ezi-carlist-promo-.html","Perodua","Myvi","2007","1298cc","Automatic",157500,"Black","UsedCar",2015-12-12,19800
"2012 - Perodua Myvi (A) 1.5 SE","/used-cars/2493954/2012-perodua-myvi-a-1-5-se.html","Perodua","Myvi","2012","-","Automatic",36000,"Purple","UsedCar",2015-12-12,39888
"2005 - Perodua Kenari (A) 1.0 ","/used-cars/2493939/2005-perodua-kenari-a-1-0-.html","Perodua","Kenari","2005","-","Automatic",108000,"Black","UsedCar",2015-12-12,15800
"2012 Perodua Myvi 1.3 EZi Hatchback","/used-cars/2394644/2012-perodua-myvi-1-3-ezi-hatchback.html","Perodua","Myvi","2012","1298cc","Automatic",67500,"Others","UsedCar",2015-12-12,34800
"**CHRISTMAS OFFER**LOAN CEPAT APPROVE.Perodua Kenari AUTO","/used-cars/2550334/-christmas-offer-loan-cepat-approve-perodua-kenari-auto.html","Perodua","Kenari","2001","-","Automatic",117500,"Beige","UsedCar",2015-12-12,9888
"2006 Perodua Kembara 1.3 (A) 4WD Tip Top Like New","/used-cars/2455579/2006-perodua-kembara-1-3-a-4wd-tip-top-like-new.html","Perodua","Kembara","2006","1298cc","Automatic",97500,"Silver","UsedCar",2015-12-12,15800
"2011 Perodua Myvi M600 1.5 SE Hatchback","/used-cars/2612219/2011-perodua-myvi-m600-1-5-se-hatchback.html","Perodua","Myvi","2011","1495cc","Automatic",82500,"White","UsedCar",2015-12-12,34800
"2009 Perodua Myvi 1.3 (A) EZi FACE LIF MODEL TIP TOP CONDITION FULL LOAN","/used-cars/2636488/2009-perodua-myvi-1-3-a-ezi-face-lif-model-tip-top-condition-full-loan.html","Perodua","Myvi","2009","-","Automatic",87500,"Silver","UsedCar",2015-12-12,23800
"2007 - Perodua Myvi 1.3 EZI","/used-cars/2480337/2007-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2007","-","Automatic",103000,"Silver","UsedCar",2015-12-12,19800
"2003 - Perodua Kancil 660 EX","/used-cars/2503985/2003-perodua-kancil-660-ex.html","Perodua","Kancil","2003","-","Manual",120000,"Others","UsedCar",2015-12-12,5800
"2010 - Perodua Viva (M) 850.0 EX","/used-cars/2041839/2010-perodua-viva-m-850-0-ex.html","Perodua","Viva","2010","-","Manual",51000,"Others","UsedCar",2015-12-12,18000
"2010 Perodua Viva 847 EX Hatchback","/used-cars/2040899/2010-perodua-viva-847-ex-hatchback.html","Perodua","Viva","2010","847cc","Manual",67500,"Silver","UsedCar",2015-12-12,17500
"2012 ORI 45K MIL LAGIBEST Perodua MyVi 1.5SE(A)-12","/used-cars/2631323/2012-ori-45k-mil-lagibest-perodua-myvi-1-5se-a-12.html","Perodua","Myvi","2012","1495cc","Automatic",42500,"White","UsedCar",2015-12-12,37999
"2004 Perodua Kenari 1.0 EZS (A) AEROSPORT tip top condition","/used-cars/2557405/2004-perodua-kenari-1-0-ezs-a-aerosport-tip-top-condition.html","Perodua","Kenari","2004","989cc","Automatic",97500,"Black","UsedCar",2015-12-12,13800
"2004 Perodua Kelisa 1.0 EZ (A) Hatchback with Tip Top Condition view to belive","/used-cars/2636984/2004-perodua-kelisa-1-0-ez-a-hatchback-with-tip-top-condition-view-to-belive.html","Perodua","Kelisa","2004","989cc","Automatic",122500,"Silver","UsedCar",2015-12-12,12000
"2014 Perodua Myvi 1.3 SE SPECIAL EDITION FULL SERVICE UNDER WARRANTY ","/used-cars/2636646/2014-perodua-myvi-1-3-se-special-edition-full-service-under-warranty-.html","Perodua","Myvi","2014","1298cc","Automatic",7500,"White","UsedCar",2015-12-12,37800
"2009 - Perodua Viva (A) 1.0 ","/used-cars/2605440/2009-perodua-viva-a-1-0-.html","Perodua","Viva","2009","-","Automatic",60000,"Others","UsedCar",2015-12-12,18500
"2008 - Perodua Viva (M) 1.0 ","/used-cars/2605420/2008-perodua-viva-m-1-0-.html","Perodua","Viva","2008","-","Manual",70000,"Black","UsedCar",2015-12-12,19000
"2006 - Perodua Myvi (M) 1.3 ","/used-cars/2605427/2006-perodua-myvi-m-1-3-.html","Perodua","Myvi","2006","-","Manual",90000,"Black","UsedCar",2015-12-12,21000
"2004 - Perodua Kenari (A) 1.0 ","/used-cars/2605405/2004-perodua-kenari-a-1-0-.html","Perodua","Kenari","2004","-","Automatic",110000,"Black","UsedCar",2015-12-12,15700
"2002 - Perodua Kenari (A) 1.0 ","/used-cars/2605402/2002-perodua-kenari-a-1-0-.html","Perodua","Kenari","2002","-","Automatic",130000,"Grey","UsedCar",2015-12-12,13000
"2010 - Perodua Myvi (A) 1.3 SE","/used-cars/2605383/2010-perodua-myvi-a-1-3-se.html","Perodua","Myvi","2010","-","Automatic",50000,"Black","UsedCar",2015-12-12,33000
"2007 - Perodua Kelisa (M) 1.0 ","/used-cars/2605386/2007-perodua-kelisa-m-1-0-.html","Perodua","Kelisa","2007","-","Manual",80000,"Silver","UsedCar",2015-12-12,17500
"2005 - Perodua Kelisa (M) 1.0 SE","/used-cars/2605351/2005-perodua-kelisa-m-1-0-se.html","Perodua","Kelisa","2005","-","Manual",100000,"Red","UsedCar",2015-12-12,17500
"2004 - Perodua Kelisa (A) 1.0 ","/used-cars/2605344/2004-perodua-kelisa-a-1-0-.html","Perodua","Kelisa","2004","-","Automatic",110000,"Silver","UsedCar",2015-12-12,16500
"2012 - Perodua Myvi (A) 1.3 ","/used-cars/2605331/2012-perodua-myvi-a-1-3-.html","Perodua","Myvi","2012","-","Automatic",30000,"Others","UsedCar",2015-12-12,41500
"2013 - Perodua Myvi (A) 1.3 SE","/used-cars/2605322/2013-perodua-myvi-a-1-3-se.html","Perodua","Myvi","2013","-","Automatic",20000,"Purple","UsedCar",2015-12-12,34500
"2009 - Perodua Alza (A) 1.5 ","/used-cars/2605284/2009-perodua-alza-a-1-5-.html","Perodua","Alza","2009","-","Automatic",60000,"Others","UsedCar",2015-12-12,36800
"1999 Perodua Kancil 660 Auto L5 Turbo LSD Gear Box *DOHC 16valve *Twin cam *Avanzato seat *Dasihatsu dashboard *Endorse alreeady","/used-cars/2289261/1999-perodua-kancil-660-auto-l5-turbo-lsd-gear-box-dohc-16valve-twin-cam-avanzato-seat-dasihatsu-dashboard-endorse-alreeady.html","Perodua","Kancil","1999","659cc","Automatic",122500,"Silver","UsedCar",2015-12-12,7600
"2007 Perodua Myvi 1.3 (A)ONE HOUSE WIFE OWNER GOOD CONDITION ORI PAINT ACC FREE","/used-cars/2538512/2007-perodua-myvi-1-3-a-one-house-wife-owner-good-condition-ori-paint-acc-free.html","Perodua","Myvi","2007","1298cc","Automatic",122500,"Silver","UsedCar",2015-12-12,18888
"2007 Perodua Myvi 1.3 (A) ONE CAREFULL OWNER GOOD CONDITION ORI PAINT ACC FREE LOW MILEAGE CLEAN INTERIOR SMOOTH ENGINE AND GEAR BOX LIKE NEW","/used-cars/2631841/2007-perodua-myvi-1-3-a-one-carefull-owner-good-condition-ori-paint-acc-free-low-mileage-clean-interior-smooth-engine-and-gear-box-like-new.html","Perodua","Myvi","2007","-","Automatic",82500,"Gold","UsedCar",2015-12-12,18888
"2011 Perodua Viva ELITE ONE LADY HOUSE WIFE OWNER ORI PAINT LOW MILEAGE CLEAN INTERIOR TIP TOP LIKE NEW","/used-cars/2599797/2011-perodua-viva-elite-one-lady-house-wife-owner-ori-paint-low-mileage-clean-interior-tip-top-like-new.html","Perodua","Viva","2011","989cc","Automatic",67500,"Silver","UsedCar",2015-12-12,21888
"2012 Perodua Viva 1.0 AUTO ORI PAINT LOW MILEAGE ONE LADY OWNER CLEAN INTERIOR VERY GOOD CONDITION LIKE NEW","/used-cars/2626362/2012-perodua-viva-1-0-auto-ori-paint-low-mileage-one-lady-owner-clean-interior-very-good-condition-like-new.html","Perodua","Viva","2012","-","Automatic",62500,"Blue","UsedCar",2015-12-12,23888
"Perodua Kenari 1.0 (M) ONE LADY OWNER","/used-cars/2631116/perodua-kenari-1-0-m-one-lady-owner.html","Perodua","Kenari","2009","989cc","Manual",62500,"White","UsedCar",2015-12-12,17800
"Perodua MyVi 1.3 (A) ORIGINAL SE 1 LADY OWNER ","/used-cars/2631195/perodua-myvi-1-3-a-original-se-1-lady-owner-.html","Perodua","Myvi","2012","1298cc","Automatic",42500,"White","UsedCar",2015-12-12,28800
"Perodua Kenari 1.0 (A) 1 OWNER FULL BODYKIT ","/used-cars/2631391/perodua-kenari-1-0-a-1-owner-full-bodykit-.html","Perodua","Kenari","2007","989cc","Automatic",92500,"Grey","UsedCar",2015-12-12,15800
"Perodua MyVi SE 1.3 (A) TIP TOP CONDITION 1 LADY OWNER ","/used-cars/2558674/perodua-myvi-se-1-3-a-tip-top-condition-1-lady-owner-.html","Perodua","Myvi","2010","1298cc","Automatic",47500,"White","UsedCar",2015-12-12,26800
"2012 - Perodua Alza 1.5 EZI (A)","/used-cars/2584166/2012-perodua-alza-1-5-ezi-a-.html","Perodua","Alza","2012","-","Automatic",30000,"Others","UsedCar",2015-12-12,46700
"2009 Perodua Viva 1.0 EZ (A) Hatchback with Good Condition now on the road only Rm 17800","/used-cars/2532618/2009-perodua-viva-1-0-ez-a-hatchback-with-good-condition-now-on-the-road-only-rm-17800.html","Perodua","Viva","2009","989cc","Automatic",72500,"Silver","UsedCar",2015-12-12,16000
"JOM BELI SUPER TIP-TOP PERODUA ALZA 1.5EZI AUTO ORIGINAL MILEAGE","/used-cars/2636602/jom-beli-super-tip-top-perodua-alza-1-5ezi-auto-original-mileage.html","Perodua","Alza","2013","1495cc","Automatic",12500,"Silver","UsedCar",2015-12-12,41800
"2008 - Perodua Viva 1.0","/used-cars/2405667/2008-perodua-viva-1-0.html","Perodua","Viva","2008","-","Automatic",92000,"Others","UsedCar",2015-12-12,19900
"2011 - Perodua Alza 1.5","/used-cars/2460242/2011-perodua-alza-1-5.html","Perodua","Alza","2011","-","Automatic",40000,"White","UsedCar",2015-12-12,49899
"2003 - Perodua Kelisa (A) 1.0","/used-cars/1647342/2003-perodua-kelisa-a-1-0.html","Perodua","Kelisa","2003","-","Automatic",120000,"Others","UsedCar",2015-12-12,15999
"Perodua MyVi 1.3EZI (M) 1 OWNER -PERFACT CONDITION - VIEW TO BELIEVE","/used-cars/2624484/perodua-myvi-1-3ezi-m-1-owner-perfact-condition-view-to-believe.html","Perodua","Myvi","2006","-","Manual",47500,"Silver","UsedCar",2015-12-12,15800
"Perodua Kelisa 1.0 (A)06 -1owner -perfact like new - view to believe","/used-cars/2635722/perodua-kelisa-1-0-a-06-1owner-perfact-like-new-view-to-believe.html","Perodua","Kelisa","2006","-","Automatic",87500,"Bronze","UsedCar",2015-12-12,15800
"PERODUA MYVI 1.3 ( A ) DVV-T - EZ EDITON - NEW FACELIFT - NEW MODEL - MODEL LAGI BEST -- 2011 ( WXX 7714 ) 1 CAREFUL OWNER ","/used-cars/2610600/perodua-myvi-1-3-a-dvv-t-ez-editon-new-facelift-new-model-model-lagi-best-2011-wxx-7714-1-careful-owner-.html","Perodua","Myvi","2011","1298cc","Automatic",47500,"Silver","UsedCar",2015-12-12,33800
